date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
3/24/2021,France,Ukraine,1,1,FIFA World Cup qualification,Paris,France,FALSE
3/24/2021,Finland,Bosnia and Herzegovina,2,2,FIFA World Cup qualification,Helsinki,Finland,FALSE
3/24/2021,Belgium,Wales,3,1,FIFA World Cup qualification,Leuven,Belgium,FALSE
3/24/2021,Estonia,Czech Republic,2,6,FIFA World Cup qualification,Lublin,Poland,TRUE
3/24/2021,Turkey,Netherlands,4,2,FIFA World Cup qualification,Istanbul,Turkey,FALSE
3/24/2021,Gibraltar,Norway,0,3,FIFA World Cup qualification,Gibraltar,Gibraltar,FALSE
3/24/2021,Latvia,Montenegro,1,2,FIFA World Cup qualification,Riga,Latvia,FALSE
3/24/2021,Malta,Russia,1,3,FIFA World Cup qualification,Ta'Qali,Malta,FALSE
3/24/2021,Slovenia,Croatia,1,0,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE
3/24/2021,Cyprus,Slovakia,0,0,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
3/24/2021,Chad,Namibia,0,3,African Cup of Nations qualification,N'Djamena,Chad,FALSE
3/24/2021,Guinea,Mali,1,0,African Cup of Nations qualification,Clermont-Ferrand,France,TRUE
3/24/2021,South Sudan,Malawi,0,1,African Cup of Nations qualification,Omdurman,Sudan,TRUE
3/24/2021,Uganda,Burkina Faso,0,0,African Cup of Nations qualification,Kampala,Uganda,FALSE
3/24/2021,SÃ£o TomÃ© and PrÃ­ncipe,Sudan,0,2,African Cup of Nations qualification,Sao TomÃ©,SÃ£o TomÃ© and PrÃ­ncipe,FALSE
3/24/2021,Rwanda,Mozambique,1,0,African Cup of Nations qualification,Kigali,Rwanda,FALSE
3/24/2021,Ethiopia,Madagascar,4,0,African Cup of Nations qualification,Bahir Dar,Ethiopia,FALSE
3/25/2021,Bahrain,Syria,3,1,Friendly,Isa Town,Bahrain,FALSE
3/25/2021,India,Oman,1,1,Friendly,Dubai,United Arab Emirates,TRUE
3/25/2021,Japan,South Korea,3,0,Friendly,Yokohama,Japan,FALSE
3/25/2021,Saudi Arabia,Kuwait,1,0,Friendly,Riyadh,Saudi Arabia,FALSE
3/25/2021,United States,Jamaica,4,1,Friendly,Wiener Neustadt,Austria,TRUE
3/25/2021,El Salvador,Grenada,2,0,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
3/25/2021,Canada,Bermuda,5,1,FIFA World Cup qualification,Orlando,United States,TRUE
3/25/2021,CuraÃ§ao,Saint Vincent and the Grenadines,5,0,FIFA World Cup qualification,Willemstad,CuraÃ§ao,FALSE
3/25/2021,Panama,Barbados,1,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,TRUE
3/25/2021,Haiti,Belize,2,0,FIFA World Cup qualification,Port au Prince,Haiti,FALSE
3/25/2021,Trinidad and Tobago,Guyana,3,0,FIFA World Cup qualification,San CristÃ³bal,Dominican Republic,TRUE
3/25/2021,Spain,Greece,1,1,FIFA World Cup qualification,Granada,Spain,FALSE
3/25/2021,Sweden,Georgia,1,0,FIFA World Cup qualification,Stockholm,Sweden,FALSE
3/25/2021,Bulgaria,Switzerland,1,3,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
3/25/2021,Italy,Northern Ireland,2,0,FIFA World Cup qualification,Parma,Italy,FALSE
3/25/2021,Israel,Denmark,0,2,FIFA World Cup qualification,Tel Aviv,Israel,FALSE
3/25/2021,Scotland,Austria,2,2,FIFA World Cup qualification,Glasgow,Scotland,FALSE
3/25/2021,Moldova,Faroe Islands,1,1,FIFA World Cup qualification,ChiÈ™inÄƒu,Moldova,FALSE
3/25/2021,England,San Marino,5,0,FIFA World Cup qualification,London,England,FALSE
3/25/2021,Andorra,Albania,0,1,FIFA World Cup qualification,Andorra la Vella,Andorra,FALSE
3/25/2021,Hungary,Poland,3,3,FIFA World Cup qualification,Budapest,Hungary,FALSE
3/25/2021,Germany,Iceland,3,0,FIFA World Cup qualification,Duisburg,Germany,FALSE
3/25/2021,Liechtenstein,Armenia,0,1,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
3/25/2021,Romania,North Macedonia,3,2,FIFA World Cup qualification,Bucharest,Romania,FALSE
3/25/2021,South Africa,Ghana,1,1,African Cup of Nations qualification,Johannesburg,South Africa,FALSE
3/25/2021,Gambia,Angola,1,0,African Cup of Nations qualification,Bakau,Gambia,FALSE
3/25/2021,Gabon,DR Congo,3,0,African Cup of Nations qualification,Franceville,Gabon,FALSE
3/25/2021,Comoros,Togo,0,0,African Cup of Nations qualification,Moroni,Comoros,FALSE
3/25/2021,Kenya,Egypt,1,1,African Cup of Nations qualification,Nairobi,Kenya,FALSE
3/25/2021,Botswana,Zimbabwe,0,1,African Cup of Nations qualification,Francistown,Botswana,FALSE
3/25/2021,Zambia,Algeria,3,3,African Cup of Nations qualification,Lusaka,Zambia,FALSE
3/25/2021,Equatorial Guinea,Tanzania,1,0,African Cup of Nations qualification,Malabo,Equatorial Guinea,FALSE
3/25/2021,Libya,Tunisia,2,5,African Cup of Nations qualification,Benina,Libya,FALSE
3/25/2021,Tajikistan,Mongolia,3,0,FIFA World Cup qualification,Dushanbe,Tajikistan,FALSE
3/26/2021,Chile,Bolivia,2,1,Friendly,Rancagua,Chile,FALSE
3/26/2021,Burundi,Central African Republic,2,2,African Cup of Nations qualification,Bujumbura,Burundi,FALSE
3/26/2021,Mauritania,Morocco,0,0,African Cup of Nations qualification,Nouakchott,Mauritania,FALSE
3/26/2021,Cape Verde,Cameroon,3,1,African Cup of Nations qualification,Praia,Cape Verde,FALSE
3/26/2021,Eswatini,Guinea-Bissau,1,3,African Cup of Nations qualification,Manzini,Eswatini,FALSE
3/26/2021,Congo,Senegal,0,0,African Cup of Nations qualification,Brazzaville,Congo,FALSE
3/26/2021,Niger,Ivory Coast,0,3,African Cup of Nations qualification,LomÃ©,Togo,TRUE
3/27/2021,Bosnia and Herzegovina,Costa Rica,0,0,Friendly,Zenica,Bosnia and Herzegovina,FALSE
3/27/2021,Nepal,Bangladesh,0,0,Friendly,Kathmandu,Nepal,FALSE
3/27/2021,Qatar,Azerbaijan,2,1,Friendly,Debrecen,Hungary,TRUE
3/27/2021,Wales,Mexico,1,0,Friendly,Cardiff,Wales,FALSE
3/27/2021,United States Virgin Islands,Antigua and Barbuda,0,3,FIFA World Cup qualification,St Croix,United States Virgin Islands,FALSE
3/27/2021,Aruba,Suriname,0,6,FIFA World Cup qualification,Bradenton,United States,TRUE
3/27/2021,British Virgin Islands,Guatemala,0,3,FIFA World Cup qualification,Willemstad,CuraÃ§ao,TRUE
3/27/2021,Anguilla,Dominican Republic,0,6,FIFA World Cup qualification,Fort Lauderdale,United States,TRUE
3/27/2021,Turks and Caicos Islands,Nicaragua,0,7,FIFA World Cup qualification,San CristÃ³bal,Dominican Republic,TRUE
3/27/2021,Bahamas,Saint Kitts and Nevis,0,4,FIFA World Cup qualification,Nassau,Bahamas,FALSE
3/27/2021,Republic of Ireland,Luxembourg,0,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
3/27/2021,Serbia,Portugal,2,2,FIFA World Cup qualification,Belgrade,Serbia,FALSE
3/27/2021,Belarus,Estonia,4,2,FIFA World Cup qualification,Minsk,Belarus,FALSE
3/27/2021,Czech Republic,Belgium,1,1,FIFA World Cup qualification,Prague,Czech Republic,FALSE
3/27/2021,Montenegro,Gibraltar,4,1,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
3/27/2021,Netherlands,Latvia,2,0,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE
3/27/2021,Norway,Turkey,0,3,FIFA World Cup qualification,Malaga,Spain,TRUE
3/27/2021,Russia,Slovenia,2,1,FIFA World Cup qualification,Sochi,Russia,FALSE
3/27/2021,Croatia,Cyprus,1,0,FIFA World Cup qualification,Rijeka,Croatia,FALSE
3/27/2021,Slovakia,Malta,2,2,FIFA World Cup qualification,Trnava,Slovakia,FALSE
3/27/2021,Lesotho,Sierra Leone,0,0,African Cup of Nations qualification,Maseru,Lesotho,FALSE
3/27/2021,Benin,Nigeria,0,1,African Cup of Nations qualification,Porto Novo,Benin,FALSE
3/28/2021,Greece,Honduras,2,1,Friendly,Thessaloniki,Greece,FALSE
3/28/2021,Northern Ireland,United States,1,2,Friendly,Belfast,Northern Ireland,FALSE
3/28/2021,Montserrat,El Salvador,1,1,FIFA World Cup qualification,Willemstad,CuraÃ§ao,TRUE
3/28/2021,Cuba,CuraÃ§ao,1,2,FIFA World Cup qualification,Guatemala City,Guatemala,TRUE
3/28/2021,Dominica,Panama,1,2,FIFA World Cup qualification,Santo Domingo,Dominican Republic,TRUE
3/28/2021,Puerto Rico,Trinidad and Tobago,1,1,FIFA World Cup qualification,MayagÃ¼ez,Puerto Rico,FALSE
3/28/2021,Georgia,Spain,1,2,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
3/28/2021,Kosovo,Sweden,0,3,FIFA World Cup qualification,Pristina,Kosovo,FALSE
3/28/2021,Switzerland,Lithuania,1,0,FIFA World Cup qualification,St Gallen,Switzerland,FALSE
3/28/2021,Bulgaria,Italy,0,2,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
3/28/2021,Kazakhstan,France,0,2,FIFA World Cup qualification,Nur-Sultan,Kazakhstan,FALSE
3/28/2021,Ukraine,Finland,1,1,FIFA World Cup qualification,Kiev,Ukraine,FALSE
3/28/2021,Denmark,Moldova,8,0,FIFA World Cup qualification,Herning,Denmark,FALSE
3/28/2021,Austria,Faroe Islands,3,1,FIFA World Cup qualification,Vienna,Austria,FALSE
3/28/2021,Israel,Scotland,1,1,FIFA World Cup qualification,Tel Aviv,Israel,FALSE
3/28/2021,Albania,England,0,2,FIFA World Cup qualification,Tirana,Albania,FALSE
3/28/2021,Poland,Andorra,3,0,FIFA World Cup qualification,Warsaw,Poland,FALSE
3/28/2021,San Marino,Hungary,0,3,FIFA World Cup qualification,Serravalle,San Marino,FALSE
3/28/2021,Armenia,Iceland,2,0,FIFA World Cup qualification,Yerevan,Armenia,FALSE
3/28/2021,North Macedonia,Liechtenstein,5,0,FIFA World Cup qualification,Skopje,North Macedonia,FALSE
3/28/2021,Romania,Germany,0,1,FIFA World Cup qualification,Bucharest,Romania,FALSE
3/28/2021,Namibia,Guinea,2,1,African Cup of Nations qualification,Windhoek,Namibia,FALSE
3/28/2021,Mali,Chad,3,0,African Cup of Nations qualification,Bamako,Mali,FALSE
3/28/2021,Ghana,SÃ£o TomÃ© and PrÃ­ncipe,3,1,African Cup of Nations qualification,Cape Coast,Ghana,FALSE
3/28/2021,Sudan,South Africa,2,0,African Cup of Nations qualification,Omdurman,Sudan,FALSE
3/28/2021,Tunisia,Equatorial Guinea,2,1,African Cup of Nations qualification,RadÃ¨s,Tunisia,FALSE
3/28/2021,Tanzania,Libya,1,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE
3/29/2021,Ecuador,Bolivia,2,1,Friendly,Guayaquil,Ecuador,FALSE
3/29/2021,Kuwait,Lebanon,1,1,Friendly,Dubai,United Arab Emirates,TRUE
3/29/2021,Nepal,Bangladesh,2,1,Friendly,Kathmandu,Nepal,FALSE
3/29/2021,Uzbekistan,Iraq,0,1,Friendly,Tashkent,Uzbekistan,FALSE
3/29/2021,Cayman Islands,Canada,0,11,FIFA World Cup qualification,Bradenton,United States,TRUE
3/29/2021,Burkina Faso,South Sudan,1,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,FALSE
3/29/2021,Malawi,Uganda,1,0,African Cup of Nations qualification,Lilongwe,Malawi,FALSE
3/29/2021,Angola,Gabon,2,0,African Cup of Nations qualification,Luanda,Angola,FALSE
3/29/2021,DR Congo,Gambia,1,0,African Cup of Nations qualification,Kinshasa,DR Congo,TRUE
3/29/2021,Togo,Kenya,1,2,African Cup of Nations qualification,LomÃ©,Togo,FALSE
3/29/2021,Egypt,Comoros,4,0,African Cup of Nations qualification,Cairo,Egypt,FALSE
3/29/2021,Algeria,Botswana,5,0,African Cup of Nations qualification,Algiers,Algeria,FALSE
3/29/2021,Zimbabwe,Zambia,0,2,African Cup of Nations qualification,Harare,Zimbabwe,FALSE
3/29/2021,United Arab Emirates,India,6,0,Friendly,Dubai,United Arab Emirates,FALSE
3/30/2021,Bahrain,Jordan,1,2,Friendly,Riffa,Bahrain,FALSE
3/30/2021,Costa Rica,Mexico,0,1,Friendly,Wiener Neustadt,Austria,TRUE
3/30/2021,Iran,Syria,3,0,Friendly,Tehran,Iran,FALSE
3/30/2021,Republic of Ireland,Qatar,1,1,Friendly,Debrecen,Hungary,TRUE
3/30/2021,Grenada,United States Virgin Islands,1,0,FIFA World Cup qualification,St George's,Grenada,FALSE
3/30/2021,Bermuda,Aruba,5,0,FIFA World Cup qualification,Bradenton,United States,TRUE
3/30/2021,Saint Vincent and the Grenadines,British Virgin Islands,3,0,FIFA World Cup qualification,Willemstad,CuraÃ§ao,TRUE
3/30/2021,Barbados,Anguilla,1,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,TRUE
3/30/2021,Belize,Turks and Caicos Islands,5,0,FIFA World Cup qualification,San CristÃ³bal,Dominican Republic,TRUE
3/30/2021,Guyana,Bahamas,4,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,TRUE
3/30/2021,Azerbaijan,Serbia,1,2,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
3/30/2021,Luxembourg,Portugal,1,3,FIFA World Cup qualification,Luxembourg City,Luxembourg,FALSE
3/30/2021,Wales,Czech Republic,1,0,FIFA World Cup qualification,Cardiff,Wales,FALSE
3/30/2021,Belgium,Belarus,8,0,FIFA World Cup qualification,Leuven,Belgium,FALSE
3/30/2021,Gibraltar,Netherlands,0,7,FIFA World Cup qualification,Gibraltar,Gibraltar,FALSE
3/30/2021,Montenegro,Norway,0,1,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
3/30/2021,Turkey,Latvia,3,3,FIFA World Cup qualification,Istanbul,Turkey,FALSE
3/30/2021,Cyprus,Slovenia,1,0,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
3/30/2021,Croatia,Malta,3,0,FIFA World Cup qualification,Rijeka,Croatia,FALSE
3/30/2021,Slovakia,Russia,2,1,FIFA World Cup qualification,Trnava,Slovakia,FALSE
3/30/2021,Saudi Arabia,Palestine,5,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE
3/30/2021,Japan,Mongolia,14,0,FIFA World Cup qualification,Chiba,Japan,FALSE
3/30/2021,Central African Republic,Mauritania,0,1,African Cup of Nations qualification,Bangui,Central African Republic,FALSE
3/30/2021,Morocco,Burundi,1,0,African Cup of Nations qualification,Rabat,Morocco,FALSE
3/30/2021,Cameroon,Rwanda,0,0,African Cup of Nations qualification,Douala,Cameroon,FALSE
3/30/2021,Mozambique,Cape Verde,0,1,African Cup of Nations qualification,Maputo,Mozambique,FALSE
3/30/2021,Guinea-Bissau,Congo,3,0,African Cup of Nations qualification,Bissau,Guinea-Bissau,FALSE
3/30/2021,Senegal,Eswatini,1,1,African Cup of Nations qualification,ThiÃ¨s,Senegal,FALSE
3/30/2021,Ivory Coast,Ethiopia,3,1,African Cup of Nations qualification,Abidjan,Ivory Coast,FALSE
3/30/2021,Madagascar,Niger,0,0,African Cup of Nations qualification,Toamasina,Madagascar,FALSE
3/30/2021,Nigeria,Lesotho,3,0,African Cup of Nations qualification,Lagos,Nigeria,FALSE
3/31/2021,Sweden,Estonia,1,0,Friendly,Stockholm,Sweden,FALSE
3/31/2021,Switzerland,Finland,3,2,Friendly,St Gallen,Switzerland,FALSE
3/31/2021,Spain,Kosovo,3,1,FIFA World Cup qualification,Seville,Spain,FALSE
3/31/2021,Greece,Georgia,1,1,FIFA World Cup qualification,Thessaloniki,Greece,FALSE
3/31/2021,Northern Ireland,Bulgaria,0,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
3/31/2021,Lithuania,Italy,0,2,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
3/31/2021,Bosnia and Herzegovina,France,0,1,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,FALSE
3/31/2021,Ukraine,Kazakhstan,1,1,FIFA World Cup qualification,Kiev,Ukraine,FALSE
3/31/2021,Scotland,Faroe Islands,4,0,FIFA World Cup qualification,Glasgow,Scotland,FALSE
3/31/2021,Austria,Denmark,0,4,FIFA World Cup qualification,Vienna,Austria,FALSE
3/31/2021,Moldova,Israel,1,4,FIFA World Cup qualification,ChiÈ™inÄƒu,Moldova,FALSE
3/31/2021,England,Poland,2,1,FIFA World Cup qualification,London,England,FALSE
3/31/2021,Andorra,Hungary,1,4,FIFA World Cup qualification,Andorra la Vella,Andorra,FALSE
3/31/2021,San Marino,Albania,0,2,FIFA World Cup qualification,Serravalle,San Marino,FALSE
3/31/2021,Armenia,Romania,3,2,FIFA World Cup qualification,Yerevan,Armenia,FALSE
3/31/2021,Germany,North Macedonia,1,2,FIFA World Cup qualification,Duisburg,Germany,FALSE
3/31/2021,Liechtenstein,Iceland,1,4,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
5/23/2021,Ukraine,Bahrain,1,1,Friendly,Kharkiv,Ukraine,FALSE
5/24/2021,Iraq,Tajikistan,0,0,Friendly,Basra,Iraq,FALSE
5/24/2021,United Arab Emirates,Jordan,5,1,Friendly,Dubai,United Arab Emirates,FALSE
5/25/2021,Indonesia,Afghanistan,2,3,Friendly,Dubai,United Arab Emirates,TRUE
5/25/2021,Oman,Thailand,1,0,Friendly,Dubai,United Arab Emirates,TRUE
5/27/2021,Turkey,Azerbaijan,2,1,Friendly,Alanya,Turkey,FALSE
5/28/2021,Bahrain,Malaysia,2,0,Friendly,Riffa,Bahrain,FALSE
5/28/2021,Italy,San Marino,7,0,Friendly,Cagliari,Italy,FALSE
5/29/2021,Indonesia,Oman,1,3,Friendly,Dubai,United Arab Emirates,TRUE
5/29/2021,Iraq,Nepal,6,2,Friendly,Basra,Iraq,FALSE
5/29/2021,Mexico,Iceland,2,1,Friendly,Arlington,United States,TRUE
5/29/2021,Singapore,Afghanistan,1,1,Friendly,Dubai,United Arab Emirates,TRUE
5/29/2021,Sweden,Finland,2,0,Friendly,Stockholm,Sweden,FALSE
5/29/2021,Thailand,Tajikistan,2,2,Friendly,Sharjah,United Arab Emirates,TRUE
5/30/2021,Malta,Northern Ireland,0,3,Friendly,Klagenfurt,Austria,TRUE
5/30/2021,Switzerland,United States,2,1,Friendly,St Gallen,Switzerland,FALSE
5/31/2021,Jordan,Vietnam,1,1,Friendly,Sharjah,United Arab Emirates,TRUE
5/31/2021,Turkey,Guinea,0,0,Friendly,Antalya,Turkey,FALSE
6/1/2021,Croatia,Armenia,1,1,Friendly,Velika Gorica,Croatia,FALSE
6/1/2021,Kosovo,San Marino,4,1,Friendly,Pristina,Kosovo,FALSE
6/1/2021,North Macedonia,Slovenia,1,1,Friendly,Skopje,North Macedonia,FALSE
6/1/2021,Poland,Russia,1,1,Friendly,WrocÅ‚aw,Poland,FALSE
6/1/2021,Slovakia,Bulgaria,1,1,Friendly,Ried im Innkreis,Austria,TRUE
6/1/2021,Lithuania,Estonia,0,1,Baltic Cup,Vilnius,Lithuania,FALSE
6/2/2021,Belarus,Azerbaijan,1,2,Friendly,Minsk,Belarus,FALSE
6/2/2021,Bosnia and Herzegovina,Montenegro,0,0,Friendly,Sarajevo,Bosnia and Herzegovina,FALSE
6/2/2021,England,Austria,1,0,Friendly,London,England,FALSE
6/2/2021,France,Wales,3,0,Friendly,Nice,France,FALSE
6/2/2021,Germany,Denmark,1,1,Friendly,Innsbruck,Austria,TRUE
6/2/2021,Mozambique,Lesotho,5,0,Friendly,Maputo,Mozambique,FALSE
6/2/2021,Netherlands,Scotland,2,2,Friendly,SÃ£o JoÃ£o da Venda,Portugal,TRUE
6/2/2021,Norway,Luxembourg,1,0,Friendly,Malaga,Spain,TRUE
6/2/2021,Romania,Georgia,1,2,Friendly,PloieÈ™ti,Romania,FALSE
6/2/2021,Montserrat,United States Virgin Islands,4,0,FIFA World Cup qualification,San CristÃ³bal,Dominican Republic,TRUE
6/2/2021,Cayman Islands,Aruba,1,3,FIFA World Cup qualification,Bradenton,United States,TRUE
6/2/2021,Cuba,British Virgin Islands,5,0,FIFA World Cup qualification,Guatemala City,Guatemala,TRUE
6/2/2021,Dominica,Anguilla,3,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,TRUE
6/2/2021,Puerto Rico,Bahamas,7,0,FIFA World Cup qualification,MayagÃ¼ez,Puerto Rico,FALSE
6/3/2021,Algeria,Mauritania,4,1,Friendly,Blida,Algeria,FALSE
6/3/2021,Andorra,Republic of Ireland,1,4,Friendly,Andorra la Vella,Andorra,FALSE
6/3/2021,Belgium,Greece,1,1,Friendly,Brussels,Belgium,FALSE
6/3/2021,Switzerland,Liechtenstein,7,0,Friendly,St Gallen,Switzerland,FALSE
6/3/2021,Turkey,Moldova,2,0,Friendly,Paderborn,Germany,TRUE
6/3/2021,Ukraine,Northern Ireland,1,0,Friendly,Dnipro,Ukraine,FALSE
6/3/2021,Mexico,Costa Rica,0,0,CONCACAF Nations League,Denver,United States,TRUE
6/3/2021,United States,Honduras,1,0,CONCACAF Nations League,Denver,United States,FALSE
6/3/2021,Nepal,Taiwan,2,0,FIFA World Cup qualification,Kuwait City,Kuwait,TRUE
6/3/2021,Iran,Hong Kong,3,1,FIFA World Cup qualification,Arad,Iran,FALSE
6/3/2021,Bahrain,Cambodia,8,0,FIFA World Cup qualification,Riffa,Bahrain,FALSE
6/3/2021,Palestine,Singapore,4,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,TRUE
6/3/2021,Bangladesh,Afghanistan,1,1,FIFA World Cup qualification,Doha,Qatar,TRUE
6/3/2021,United Arab Emirates,Malaysia,4,0,FIFA World Cup qualification,Dubai,United Arab Emirates,FALSE
6/3/2021,Thailand,Indonesia,2,2,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
6/3/2021,Bolivia,Venezuela,3,1,FIFA World Cup qualification,La Paz,Bolivia,FALSE
6/3/2021,Uruguay,Paraguay,0,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
6/3/2021,Argentina,Chile,1,1,FIFA World Cup qualification,Santiago del Estero,Argentina,FALSE
6/3/2021,Peru,Colombia,0,3,FIFA World Cup qualification,Lima,Peru,FALSE
6/3/2021,Kuwait,Australia,0,3,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE
6/3/2021,Qatar,India,1,0,FIFA World Cup qualification,Doha,Qatar,FALSE
6/4/2021,Faroe Islands,Iceland,0,1,Friendly,TÃ³rshavn,Faroe Islands,FALSE
6/4/2021,Finland,Estonia,0,1,Friendly,Helsinki,Finland,FALSE
6/4/2021,Hungary,Cyprus,1,0,Friendly,Budapest,Hungary,FALSE
6/4/2021,Italy,Czech Republic,4,0,Friendly,Bologna,Italy,FALSE
6/4/2021,Kosovo,Malta,2,1,Friendly,Klagenfurt,Austria,TRUE
6/4/2021,Nigeria,Cameroon,0,1,Friendly,Wiener Neustadt,Austria,TRUE
6/4/2021,North Macedonia,Kazakhstan,4,0,Friendly,Skopje,North Macedonia,FALSE
6/4/2021,Rwanda,Central African Republic,2,0,Friendly,Kigali,Rwanda,FALSE
6/4/2021,Slovenia,Gibraltar,6,0,Friendly,Koper,Slovenia,FALSE
6/4/2021,Spain,Portugal,0,0,Friendly,Madrid,Spain,FALSE
6/4/2021,Latvia,Lithuania,3,1,Baltic Cup,Riga,Latvia,FALSE
6/4/2021,Maldives,Syria,0,4,FIFA World Cup qualification,Sharjah,United Arab Emirates,TRUE
6/4/2021,Antigua and Barbuda,Grenada,1,0,FIFA World Cup qualification,North Sound,Antigua and Barbuda,FALSE
6/4/2021,Suriname,Bermuda,6,0,FIFA World Cup qualification,Paramaribo,Suriname,FALSE
6/4/2021,Guatemala,Saint Vincent and the Grenadines,10,0,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE
6/4/2021,Dominican Republic,Barbados,1,1,FIFA World Cup qualification,Santo Domingo,Dominican Republic,FALSE
6/4/2021,Nicaragua,Belize,3,0,FIFA World Cup qualification,Managua,Nicaragua,FALSE
6/4/2021,Saint Kitts and Nevis,Guyana,3,0,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,FALSE
6/4/2021,Brazil,Ecuador,2,0,FIFA World Cup qualification,Porto Alegre,Brazil,FALSE
6/5/2021,Guinea,Togo,0,2,Friendly,Antalya,Turkey,TRUE
6/5/2021,Ivory Coast,Burkina Faso,2,1,Friendly,Abidjan,Ivory Coast,FALSE
6/5/2021,Montenegro,Israel,1,3,Friendly,Podgorica,Montenegro,FALSE
6/5/2021,Niger,Gambia,0,2,Friendly,Antalya,Turkey,TRUE
6/5/2021,Russia,Bulgaria,1,0,Friendly,Moscow,Russia,FALSE
6/5/2021,Senegal,Zambia,3,1,Friendly,ThiÃ¨s,Senegal,FALSE
6/5/2021,Sweden,Armenia,3,1,Friendly,Stockholm,Sweden,FALSE
6/5/2021,Tunisia,DR Congo,1,0,Friendly,RadÃ¨s,Tunisia,FALSE
6/5/2021,Wales,Albania,0,0,Friendly,Cardiff,Wales,FALSE
6/5/2021,Saudi Arabia,Yemen,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE
6/5/2021,Lebanon,Sri Lanka,3,2,FIFA World Cup qualification,Goyang,South Korea,TRUE
6/5/2021,South Korea,Turkmenistan,5,0,FIFA World Cup qualification,Goyang,South Korea,FALSE
6/5/2021,United States Virgin Islands,El Salvador,0,7,FIFA World Cup qualification,St Croix,United States Virgin Islands,FALSE
6/5/2021,Aruba,Canada,0,7,FIFA World Cup qualification,Bradenton,United States,TRUE
6/5/2021,British Virgin Islands,CuraÃ§ao,0,8,FIFA World Cup qualification,Guatemala City,Guatemala,TRUE
6/5/2021,Panama,Anguilla,13,0,FIFA World Cup qualification,Panama City,Panama,FALSE
6/5/2021,Turks and Caicos Islands,Haiti,0,10,FIFA World Cup qualification,Providenciales,Turks and Caicos Islands,FALSE
6/5/2021,Bahamas,Trinidad and Tobago,0,0,FIFA World Cup qualification,Nassau,Bahamas,FALSE
6/6/2021,Algeria,Mali,1,0,Friendly,Blida,Algeria,FALSE
6/6/2021,Austria,Slovakia,0,0,Friendly,Vienna,Austria,FALSE
6/6/2021,Belgium,Croatia,1,0,Friendly,Brussels,Belgium,FALSE
6/6/2021,Denmark,Bosnia and Herzegovina,2,0,Friendly,Brondbyvester,Denmark,FALSE
6/6/2021,England,Romania,1,0,Friendly,London,England,FALSE
6/6/2021,Luxembourg,Scotland,0,1,Friendly,Luxembourg City,Luxembourg,FALSE
6/6/2021,Moldova,Azerbaijan,1,0,Friendly,ChiÈ™inÄƒu,Moldova,FALSE
6/6/2021,Netherlands,Georgia,3,0,Friendly,Enschede,Netherlands,FALSE
6/6/2021,Norway,Greece,1,2,Friendly,Malaga,Spain,TRUE
6/6/2021,Honduras,Costa Rica,2,2,CONCACAF Nations League,Denver,United States,TRUE
6/6/2021,United States,Mexico,3,2,CONCACAF Nations League,Denver,United States,FALSE
6/7/2021,Andorra,Gibraltar,0,0,Friendly,Andorra la Vella,Andorra,FALSE
6/7/2021,Faroe Islands,Liechtenstein,5,1,Friendly,TÃ³rshavn,Faroe Islands,FALSE
6/7/2021,Germany,Latvia,7,1,Friendly,DÃ¼sseldorf,Germany,FALSE
6/7/2021,Rwanda,Central African Republic,5,0,Friendly,Kigali,Rwanda,FALSE
6/7/2021,Serbia,Jamaica,1,1,Friendly,Miki,Japan,TRUE
6/7/2021,Ukraine,Cyprus,4,0,Friendly,Kharkiv,Ukraine,FALSE
6/7/2021,Guam,Syria,0,3,FIFA World Cup qualification,Sharjah,United Arab Emirates,TRUE
