date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
3/17/2013,Qatar,Thailand,1,0,Friendly,Doha,Qatar,FALSE
3/17/2013,Tajikistan,Pakistan,1,0,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,TRUE
3/19/2013,Botswana,Malawi,1,0,Friendly,Gaborone,Botswana,FALSE
3/19/2013,Kyrgyzstan,Pakistan,1,0,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,FALSE
3/19/2013,Macau,Tajikistan,0,3,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,TRUE
3/20/2013,Oman,Haiti,3,0,Friendly,Muscat,Oman,FALSE
3/20/2013,Rwanda,Libya,0,1,Friendly,Kigali,Rwanda,FALSE
3/21/2013,Ecuador,El Salvador,5,0,Friendly,Quito,Ecuador,FALSE
3/21/2013,Italy,Brazil,2,2,Friendly,Geneva,Switzerland,TRUE
3/21/2013,Jordan,Belarus,1,0,Friendly,Amman,Jordan,FALSE
3/21/2013,Kuwait,Palestine,2,1,Friendly,Kuwait City,Kuwait,FALSE
3/21/2013,Kyrgyzstan,Tajikistan,1,0,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,FALSE
3/21/2013,Pakistan,Macau,2,0,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,TRUE
3/22/2013,Andorra,Turkey,0,2,FIFA World Cup qualification,Sant JuliÃ  de LÃ²ria,Andorra,FALSE
3/22/2013,Argentina,Venezuela,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
3/22/2013,Austria,Faroe Islands,6,0,FIFA World Cup qualification,Vienna,Austria,FALSE
3/22/2013,Bahrain,Qatar,1,0,AFC Asian Cup qualification,Riffa,Bahrain,FALSE
3/22/2013,Bosnia and Herzegovina,Greece,3,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
3/22/2013,Bulgaria,Malta,6,0,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
3/22/2013,China PR,Iraq,1,0,AFC Asian Cup qualification,Changsha,China PR,FALSE
3/22/2013,Colombia,Bolivia,5,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
3/22/2013,Croatia,Serbia,2,0,FIFA World Cup qualification,Zagreb,Croatia,FALSE
3/22/2013,Czech Republic,Denmark,0,3,FIFA World Cup qualification,Olomouc,Czech Republic,FALSE
3/22/2013,Egypt,Eswatini,10,0,Friendly,Alexandria,Egypt,FALSE
3/22/2013,France,Georgia,3,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
3/22/2013,Honduras,Mexico,2,2,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
3/22/2013,Hong Kong,Vietnam,1,0,AFC Asian Cup qualification,Kowloon,Hong Kong,FALSE
3/22/2013,Hungary,Romania,2,2,FIFA World Cup qualification,Budapest,Hungary,FALSE
3/22/2013,Israel,Portugal,3,3,FIFA World Cup qualification,Ramat-Gan,Israel,FALSE
3/22/2013,Jamaica,Panama,1,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE
3/22/2013,Japan,Canada,2,1,Friendly,Doha,Qatar,TRUE
3/22/2013,Kazakhstan,Germany,0,3,FIFA World Cup qualification,Astana,Kazakhstan,FALSE
3/22/2013,Lebanon,Thailand,5,2,AFC Asian Cup qualification,Beirut,Lebanon,FALSE
3/22/2013,Liechtenstein,Latvia,1,1,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
3/22/2013,Luxembourg,Azerbaijan,0,0,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
3/22/2013,North Macedonia,Belgium,0,2,FIFA World Cup qualification,Skopje,North Macedonia,FALSE
3/22/2013,Malaysia,Yemen,2,1,AFC Asian Cup qualification,Shah Alam,Malaysia,FALSE
3/22/2013,Moldova,Montenegro,0,1,FIFA World Cup qualification,ChiÅŸinÄƒu,Moldova,FALSE
3/22/2013,Netherlands,Estonia,3,0,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE
3/22/2013,New Zealand,New Caledonia,2,1,FIFA World Cup qualification,Dunedin,New Zealand,FALSE
3/22/2013,Norway,Albania,0,1,FIFA World Cup qualification,Oslo,Norway,FALSE
3/22/2013,Peru,Chile,1,0,FIFA World Cup qualification,Lima,Peru,FALSE
3/22/2013,Poland,Ukraine,1,3,FIFA World Cup qualification,Warsaw,Poland,FALSE
3/22/2013,San Marino,England,0,8,FIFA World Cup qualification,Serravalle,San Marino,FALSE
3/22/2013,Scotland,Wales,1,2,FIFA World Cup qualification,Glasgow,Scotland,FALSE
3/22/2013,Slovakia,Lithuania,1,1,FIFA World Cup qualification,Å½ilina,Slovakia,FALSE
3/22/2013,Slovenia,Iceland,1,2,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE
3/22/2013,Spain,Finland,1,1,FIFA World Cup qualification,GijÃ³n,Spain,FALSE
3/22/2013,Sweden,Republic of Ireland,0,0,FIFA World Cup qualification,Solna,Sweden,FALSE
3/22/2013,Tahiti,Solomon Islands,2,0,FIFA World Cup qualification,Pirae,French Polynesia,TRUE
3/22/2013,Turkmenistan,Cambodia,7,0,AFC Challenge Cup qualification,Manila,Philippines,TRUE
3/22/2013,United Arab Emirates,Uzbekistan,2,1,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,FALSE
3/22/2013,Uruguay,Paraguay,1,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
3/22/2013,United States,Costa Rica,1,0,FIFA World Cup qualification,Commerce City,United States,FALSE
3/23/2013,Belize,Trinidad and Tobago,0,0,Friendly,Belmopan,Belize,FALSE
3/23/2013,Burkina Faso,Niger,4,0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE
3/23/2013,Cameroon,Togo,2,1,FIFA World Cup qualification,YaoundÃ©,Cameroon,FALSE
3/23/2013,Congo,Gabon,1,0,FIFA World Cup qualification,Pointe-Noire,Congo,FALSE
3/23/2013,Cyprus,Switzerland,0,0,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
3/23/2013,Indonesia,Saudi Arabia,1,2,AFC Asian Cup qualification,Jakarta,Indonesia,FALSE
3/23/2013,Ivory Coast,Gambia,3,0,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
3/23/2013,Namibia,Malawi,0,1,FIFA World Cup qualification,Windhoek,Namibia,FALSE
3/23/2013,Nigeria,Kenya,1,1,FIFA World Cup qualification,Calabar,Nigeria,FALSE
3/23/2013,Senegal,Angola,1,1,FIFA World Cup qualification,Conakry,Guinea,TRUE
3/23/2013,South Africa,Central African Republic,2,0,FIFA World Cup qualification,Cape Town,South Africa,FALSE
3/23/2013,Tunisia,Sierra Leone,2,1,FIFA World Cup qualification,RadÃ¨s,Tunisia,FALSE
3/24/2013,DR Congo,Libya,0,0,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
3/24/2013,Dominican Republic,Haiti,3,1,Friendly,San CristÃ³bal,Dominican Republic,FALSE
3/24/2013,Equatorial Guinea,Cape Verde,0,3,FIFA World Cup qualification,Malabo,Equatorial Guinea,FALSE
3/24/2013,Ethiopia,Botswana,1,0,FIFA World Cup qualification,Addis Ababa,Ethiopia,FALSE
3/24/2013,Ghana,Sudan,4,0,FIFA World Cup qualification,Kumasi,Ghana,FALSE
3/24/2013,Lesotho,Zambia,1,1,FIFA World Cup qualification,Maseru,Lesotho,FALSE
3/24/2013,Liberia,Uganda,2,0,FIFA World Cup qualification,Paynesville,Liberia,FALSE
3/24/2013,Mozambique,Guinea,0,0,FIFA World Cup qualification,Maputo,Mozambique,FALSE
3/24/2013,Philippines,Cambodia,8,0,AFC Challenge Cup qualification,Manila,Philippines,FALSE
3/24/2013,Rwanda,Mali,1,2,FIFA World Cup qualification,Kigali,Rwanda,FALSE
3/24/2013,Tanzania,Morocco,3,1,FIFA World Cup qualification,Dar es Salaam,Tanzania,FALSE
3/25/2013,Canada,Belarus,0,2,Friendly,Doha,Qatar,TRUE
3/25/2013,Russia,Brazil,1,1,Friendly,London,England,TRUE
3/26/2013,Albania,Lithuania,4,1,Friendly,Tirana,Albania,FALSE
3/26/2013,Algeria,Benin,3,1,FIFA World Cup qualification,Blida,Algeria,FALSE
3/26/2013,Armenia,Czech Republic,0,3,FIFA World Cup qualification,Yerevan,Armenia,FALSE
3/26/2013,Australia,Oman,2,2,FIFA World Cup qualification,Sydney,Australia,FALSE
3/26/2013,Azerbaijan,Portugal,0,2,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
3/26/2013,Belgium,North Macedonia,1,0,FIFA World Cup qualification,Brussels,Belgium,FALSE
3/26/2013,Bolivia,Argentina,1,1,FIFA World Cup qualification,La Paz,Bolivia,FALSE
3/26/2013,Chile,Uruguay,2,0,FIFA World Cup qualification,Santiago,Chile,FALSE
3/26/2013,Costa Rica,Jamaica,2,0,FIFA World Cup qualification,San JosÃ©,Costa Rica,FALSE
3/26/2013,Denmark,Bulgaria,1,1,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
3/26/2013,Ecuador,Paraguay,4,1,FIFA World Cup qualification,Quito,Ecuador,FALSE
3/26/2013,Egypt,Zimbabwe,2,1,FIFA World Cup qualification,Alexandria,Egypt,FALSE
3/26/2013,Estonia,Andorra,2,0,FIFA World Cup qualification,Tallinn,Estonia,FALSE
3/26/2013,France,Spain,0,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
3/26/2013,Germany,Kazakhstan,4,1,FIFA World Cup qualification,Nuremberg,Germany,FALSE
3/26/2013,Iraq,Syria,2,1,Friendly,Baghdad,Iraq,FALSE
3/26/2013,Republic of Ireland,Austria,2,2,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
3/26/2013,Jordan,Japan,2,1,FIFA World Cup qualification,Amman,Jordan,FALSE
3/26/2013,South Korea,Qatar,2,1,FIFA World Cup qualification,Seoul,South Korea,FALSE
3/26/2013,Kuwait,Iran,1,1,AFC Asian Cup qualification,Kuwait City,Kuwait,FALSE
3/26/2013,Luxembourg,Finland,0,3,Friendly,Luxembourg,Luxembourg,FALSE
3/26/2013,Malaysia,Palestine,0,2,Friendly,Kuantan,Malaysia,FALSE
3/26/2013,Malta,Italy,0,2,FIFA World Cup qualification,Attard,Malta,FALSE
3/26/2013,Mexico,United States,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
3/26/2013,Montenegro,England,1,1,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
3/26/2013,Netherlands,Romania,4,0,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE
3/26/2013,New Caledonia,Tahiti,1,0,FIFA World Cup qualification,NoumÃ©a,New Caledonia,FALSE
3/26/2013,Northern Ireland,Israel,0,2,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
3/26/2013,Panama,Honduras,2,0,FIFA World Cup qualification,Panama City,Panama,FALSE
3/26/2013,Peru,Trinidad and Tobago,3,0,Friendly,Lima,Peru,FALSE
3/26/2013,Philippines,Turkmenistan,1,0,AFC Challenge Cup qualification,Manila,Philippines,FALSE
3/26/2013,Poland,San Marino,5,0,FIFA World Cup qualification,Warsaw,Poland,FALSE
3/26/2013,Serbia,Scotland,2,0,FIFA World Cup qualification,Novi Sad,Serbia,FALSE
3/26/2013,Slovakia,Sweden,0,0,Friendly,Å½ilina,Slovakia,FALSE
3/26/2013,Solomon Islands,New Zealand,0,2,FIFA World Cup qualification,Honiara,Solomon Islands,FALSE
3/26/2013,Turkey,Hungary,1,1,FIFA World Cup qualification,Istanbul,Turkey,FALSE
3/26/2013,Ukraine,Moldova,2,1,FIFA World Cup qualification,Odesa,Ukraine,FALSE
3/26/2013,Uzbekistan,Lebanon,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
3/26/2013,Venezuela,Colombia,1,0,FIFA World Cup qualification,Puerto Ordaz,Venezuela,FALSE
3/26/2013,Wales,Croatia,1,2,FIFA World Cup qualification,Swansea,Wales,FALSE
4/6/2013,Bolivia,Brazil,0,4,Friendly,Santa Cruz,Bolivia,FALSE
4/17/2013,Mexico,Peru,0,0,Friendly,San Francisco,United States,TRUE
4/17/2013,Qatar,Palestine,2,0,Friendly,Doha,Qatar,FALSE
4/21/2013,Saint Vincent and the Grenadines,Saint Lucia,0,2,Windward Islands Tournament,Kingstown,Saint Vincent and the Grenadines,FALSE
4/24/2013,Brazil,Chile,2,2,Friendly,Belo Horizonte,Brazil,FALSE
4/28/2013,Zambia,Zimbabwe,2,0,Friendly,Lusaka,Zambia,FALSE
5/13/2013,Libya,Mauritania,2,0,Friendly,Tripoli,Libya,FALSE
5/22/2013,Oman,Iran,3,1,Friendly,Muscat,Oman,FALSE
5/22/2013,Venezuela,El Salvador,2,1,Friendly,MÃ©rida,Venezuela,FALSE
5/24/2013,Qatar,Latvia,3,1,Friendly,Doha,Qatar,FALSE
5/25/2013,Algeria,Mauritania,1,0,Friendly,Blida,Algeria,FALSE
5/25/2013,Ethiopia,Sudan,2,0,Friendly,Addis Ababa,Ethiopia,FALSE
5/25/2013,Malawi,Zimbabwe,1,1,Friendly,Blantyre,Malawi,FALSE
5/25/2013,Namibia,Zambia,0,0,Friendly,Windhoek,Namibia,FALSE
5/27/2013,Iraq,Liberia,0,1,Friendly,Baghdad,Iraq,FALSE
5/27/2013,Jordan,Libya,1,0,Friendly,Amman,Jordan,FALSE
5/28/2013,Canada,Costa Rica,0,1,Friendly,Edmonton,Canada,FALSE
5/28/2013,Turkey,Latvia,3,3,Friendly,Duisburg,Germany,TRUE
5/28/2013,Brittany,Mali,1,0,Friendly,Nantes,France,FALSE
5/29/2013,Ecuador,Germany,2,4,Friendly,Boca Raton,United States,TRUE
5/29/2013,England,Republic of Ireland,1,1,Friendly,London,England,FALSE
5/29/2013,Oman,Lebanon,1,1,Friendly,Doha,Qatar,TRUE
5/29/2013,Qatar,Azerbaijan,1,1,Friendly,Doha,Qatar,FALSE
5/29/2013,United States,Belgium,2,4,Friendly,Cleveland,United States,FALSE
5/30/2013,Japan,Bulgaria,0,2,Friendly,Toyota,Japan,FALSE
5/31/2013,Italy,San Marino,4,0,Friendly,Bologna,Italy,FALSE
5/31/2013,Mexico,Nigeria,2,2,Friendly,Houston,United States,TRUE
5/31/2013,Turkey,Slovenia,0,2,Friendly,Bielefeld,Germany,TRUE
6/1/2013,Libya,Uganda,3,0,Friendly,Tripoli,Libya,FALSE
6/1/2013,Panama,Peru,1,2,Friendly,Panama City,Panama,FALSE
6/2/2013,Algeria,Burkina Faso,2,0,Friendly,Blida,Algeria,FALSE
6/2/2013,Brazil,England,2,2,Friendly,Rio de Janeiro,Brazil,FALSE
6/2/2013,Honduras,Israel,0,2,Friendly,New York,United States,TRUE
6/2/2013,Republic of Ireland,Georgia,4,0,Friendly,Dublin,Republic of Ireland,FALSE
6/2/2013,Lesotho,South Africa,0,2,Friendly,Maseru,Lesotho,FALSE
6/2/2013,Sudan,Tanzania,0,0,Friendly,Addis Ababa,Ethiopia,TRUE
6/2/2013,Ukraine,Cameroon,0,0,Friendly,KyÃ¯v,Ukraine,FALSE
6/2/2013,United States,Germany,4,3,Friendly,Washington,United States,FALSE
6/3/2013,Estonia,Belarus,0,2,Friendly,Tallinn,Estonia,FALSE
6/3/2013,Sweden,North Macedonia,1,0,Friendly,MalmÃ¶,Sweden,FALSE
6/4/2013,Myanmar,Singapore,0,2,Friendly,Rangoon,Myanmar,FALSE
6/4/2013,Egypt,Botswana,1,1,Friendly,Cairo,Egypt,FALSE
6/4/2013,Hong Kong,Philippines,0,1,Friendly,Kowloon,Hong Kong,FALSE
6/4/2013,Jamaica,Mexico,0,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE
6/4/2013,Japan,Australia,1,1,FIFA World Cup qualification,Saitama,Japan,FALSE
6/4/2013,Kazakhstan,Bulgaria,1,2,Friendly,Almaty,Kazakhstan,FALSE
6/4/2013,Lebanon,South Korea,1,1,FIFA World Cup qualification,Beirut,Lebanon,FALSE
6/4/2013,Oman,Iraq,1,0,FIFA World Cup qualification,Muscat,Oman,FALSE
6/4/2013,Poland,Liechtenstein,2,0,Friendly,Cracow,Poland,FALSE
6/4/2013,Qatar,Iran,0,1,FIFA World Cup qualification,Doha,Qatar,FALSE
6/4/2013,Romania,Trinidad and Tobago,4,0,Friendly,Bucharest,Romania,FALSE
6/4/2013,Tajikistan,Afghanistan,3,2,Friendly,Qurghonteppa,Tajikistan,FALSE
6/5/2013,Denmark,Georgia,2,1,Friendly,Aalborg,Denmark,FALSE
6/5/2013,Kenya,Nigeria,0,1,FIFA World Cup qualification,Nairobi,Kenya,FALSE
6/5/2013,Malawi,Namibia,0,0,FIFA World Cup qualification,Blantyre,Malawi,FALSE
6/5/2013,Uruguay,France,1,0,Friendly,Montevideo,Uruguay,FALSE
6/6/2013,China PR,Uzbekistan,1,2,Friendly,Guangzhou,China PR,FALSE
6/6/2013,Hungary,Kuwait,1,0,Friendly,GyÅ‘r,Hungary,FALSE
6/7/2013,Albania,Norway,1,1,FIFA World Cup qualification,Tirana,Albania,FALSE
6/7/2013,Argentina,Colombia,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
6/7/2013,Armenia,Malta,0,1,FIFA World Cup qualification,Yerevan,Armenia,FALSE
6/7/2013,Austria,Sweden,2,1,FIFA World Cup qualification,Vienna,Austria,FALSE
6/7/2013,Azerbaijan,Luxembourg,1,1,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
6/7/2013,Belgium,Serbia,2,1,FIFA World Cup qualification,Brussels,Belgium,FALSE
6/7/2013,Bolivia,Venezuela,1,1,FIFA World Cup qualification,La Paz,Bolivia,FALSE
6/7/2013,Costa Rica,Honduras,1,0,FIFA World Cup qualification,San JosÃ©,Costa Rica,FALSE
6/7/2013,Croatia,Scotland,0,1,FIFA World Cup qualification,Zagreb,Croatia,FALSE
6/7/2013,Czech Republic,Italy,0,0,FIFA World Cup qualification,Prague,Czech Republic,FALSE
6/7/2013,Estonia,Trinidad and Tobago,1,0,Friendly,Tallinn,Estonia,FALSE
6/7/2013,Finland,Belarus,1,0,FIFA World Cup qualification,Helsinki,Finland,FALSE
6/7/2013,Iceland,Slovenia,2,4,FIFA World Cup qualification,ReykjavÃ­k,Iceland,FALSE
6/7/2013,Indonesia,Netherlands,0,3,Friendly,Jakarta,Indonesia,FALSE
6/7/2013,Republic of Ireland,Faroe Islands,3,0,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
6/7/2013,Jamaica,United States,1,2,FIFA World Cup qualification,Kingston,Jamaica,FALSE
6/7/2013,Laos,Singapore,2,5,Friendly,Vientiane,Laos,FALSE
6/7/2013,Latvia,Bosnia and Herzegovina,0,5,FIFA World Cup qualification,Riga,Latvia,FALSE
6/7/2013,Libya,DR Congo,0,0,FIFA World Cup qualification,Tripoli,Libya,FALSE
6/7/2013,Liechtenstein,Slovakia,1,1,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
6/7/2013,Lithuania,Greece,0,1,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
6/7/2013,Moldova,Poland,1,1,FIFA World Cup qualification,ChiÅŸinÄƒu,Moldova,FALSE
6/7/2013,Montenegro,Ukraine,0,4,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
6/7/2013,Panama,Mexico,0,0,FIFA World Cup qualification,Panama City,Panama,FALSE
6/7/2013,Paraguay,Chile,1,2,FIFA World Cup qualification,AsunciÃ³n,Paraguay,FALSE
6/7/2013,Peru,Ecuador,1,0,FIFA World Cup qualification,Lima,Peru,FALSE
6/7/2013,Portugal,Russia,1,0,FIFA World Cup qualification,Lisbon,Portugal,FALSE
6/7/2013,Sudan,Ghana,1,3,FIFA World Cup qualification,Omdurman,Sudan,FALSE
6/7/2013,Madrid,Andalusia,1,2,Friendly,Madrid,Spain,FALSE
6/8/2013,Angola,Senegal,1,1,FIFA World Cup qualification,Luanda,Angola,FALSE
6/8/2013,Botswana,Ethiopia,3,0,FIFA World Cup qualification,Lobatse,Botswana,FALSE
6/8/2013,Cape Verde,Equatorial Guinea,3,0,FIFA World Cup qualification,Praia,Cape Verde,FALSE
6/8/2013,Central African Republic,South Africa,0,3,FIFA World Cup qualification,YaoundÃ©,Cameroon,TRUE
6/8/2013,Gabon,Congo,0,0,FIFA World Cup qualification,Franceville,Gabon,FALSE
6/8/2013,Gambia,Ivory Coast,0,3,FIFA World Cup qualification,Bakau,Gambia,FALSE
6/8/2013,Haiti,Spain,1,2,Friendly,Miami Gardens,United States,TRUE
6/8/2013,Morocco,Tanzania,2,1,FIFA World Cup qualification,Marrakech,Morocco,FALSE
6/8/2013,Sierra Leone,Tunisia,2,2,FIFA World Cup qualification,Freetown,Sierra Leone,FALSE
6/8/2013,Switzerland,Cyprus,1,0,FIFA World Cup qualification,Geneva,Switzerland,FALSE
6/8/2013,Uganda,Liberia,1,0,FIFA World Cup qualification,Kampala,Uganda,FALSE
6/8/2013,Zambia,Lesotho,4,0,FIFA World Cup qualification,Ndola,Zambia,FALSE
6/9/2013,Benin,Algeria,1,3,FIFA World Cup qualification,Porto-Novo,Benin,FALSE
6/9/2013,Brazil,France,3,0,Friendly,Porto Alegre,Brazil,FALSE
6/9/2013,Guinea,Mozambique,6,1,FIFA World Cup qualification,Conakry,Guinea,FALSE
6/9/2013,Mali,Rwanda,1,1,FIFA World Cup qualification,Bamako,Mali,FALSE
6/9/2013,Niger,Burkina Faso,0,1,FIFA World Cup qualification,Niamey,Niger,FALSE
6/9/2013,Togo,Cameroon,0,3,FIFA World Cup qualification,LomÃ©,Togo,FALSE
6/9/2013,Zimbabwe,Egypt,2,4,FIFA World Cup qualification,Harare,Zimbabwe,FALSE
6/10/2013,Croatia,Portugal,0,1,Friendly,Geneva,Switzerland,TRUE
6/11/2013,Australia,Jordan,4,0,FIFA World Cup qualification,Melbourne,Australia,FALSE
6/11/2013,Belarus,Finland,1,1,FIFA World Cup qualification,Homel,Belarus,FALSE
6/11/2013,Chile,Bolivia,3,1,FIFA World Cup qualification,Santiago,Chile,FALSE
6/11/2013,China PR,Netherlands,0,2,Friendly,Beijing,China PR,FALSE
6/11/2013,Colombia,Peru,2,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
6/11/2013,Denmark,Armenia,0,4,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
6/11/2013,Ecuador,Argentina,1,1,FIFA World Cup qualification,Quito,Ecuador,FALSE
6/11/2013,Estonia,Kyrgyzstan,1,1,Friendly,Tallinn,Estonia,FALSE
6/11/2013,Guatemala,Belize,0,0,Friendly,Antigua Guatemala,Guatemala,FALSE
6/11/2013,Honduras,Jamaica,2,0,FIFA World Cup qualification,Tegucigalpa,Honduras,FALSE
6/11/2013,Iran,Lebanon,4,0,FIFA World Cup qualification,Teheran,Iran,FALSE
6/11/2013,Iraq,Japan,0,1,FIFA World Cup qualification,Doha,Qatar,TRUE
6/11/2013,Italy,Haiti,2,2,Friendly,Rio de Janeiro,Brazil,TRUE
6/11/2013,South Korea,Uzbekistan,1,0,FIFA World Cup qualification,Seoul,South Korea,FALSE
6/11/2013,Mexico,Costa Rica,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
6/11/2013,Norway,North Macedonia,2,0,Friendly,Oslo,Norway,FALSE
6/11/2013,Qatar,North Korea,0,0,Friendly,Doha,Qatar,FALSE
6/11/2013,Spain,Republic of Ireland,2,0,Friendly,New York,United States,TRUE
6/11/2013,Sweden,Faroe Islands,2,0,FIFA World Cup qualification,Solna,Sweden,FALSE
6/11/2013,United States,Panama,2,0,FIFA World Cup qualification,Seattle,United States,FALSE
6/11/2013,Venezuela,Uruguay,0,1,FIFA World Cup qualification,Puerto Ordaz,Venezuela,FALSE
6/12/2013,Ghana,Ivory Coast,2,1,Friendly,Kumasi,Ghana,FALSE
6/12/2013,Malawi,Kenya,2,2,FIFA World Cup qualification,Blantyre,Malawi,FALSE
6/12/2013,Namibia,Nigeria,1,1,FIFA World Cup qualification,Windhoek,Namibia,FALSE
6/14/2013,Ghana,Ivory Coast,1,1,Friendly,Obuasi,Ghana,FALSE
6/14/2013,Guatemala,Argentina,0,4,Friendly,Guatemala,Guatemala,FALSE
6/14/2013,Libya,Togo,2,0,FIFA World Cup qualification,Tripoli,Libya,FALSE
6/14/2013,Moldova,Kyrgyzstan,2,1,Friendly,Tiraspol,Moldova,FALSE
6/15/2013,Botswana,Central African Republic,3,2,FIFA World Cup qualification,Lobatse,Botswana,FALSE
6/15/2013,Brazil,Japan,3,0,Confederations Cup,BrasÃ­lia,Brazil,FALSE
6/15/2013,Cape Verde,Sierra Leone,1,0,FIFA World Cup qualification,Praia,Cape Verde,FALSE
6/15/2013,China PR,Thailand,1,5,Friendly,Hefei,China PR,FALSE
6/15/2013,Congo,Burkina Faso,0,1,FIFA World Cup qualification,Pointe-Noire,Congo,FALSE
6/15/2013,Gabon,Niger,4,1,FIFA World Cup qualification,Franceville,Gabon,FALSE
6/15/2013,Morocco,Gambia,2,0,FIFA World Cup qualification,Marrakech,Morocco,FALSE
6/15/2013,Uganda,Angola,2,1,FIFA World Cup qualification,Kampala,Uganda,FALSE
6/15/2013,Zambia,Sudan,1,1,FIFA World Cup qualification,Ndola,Zambia,FALSE
6/16/2013,DR Congo,Cameroon,0,0,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
6/16/2013,Equatorial Guinea,Tunisia,1,1,FIFA World Cup qualification,Malabo,Equatorial Guinea,FALSE
6/16/2013,Ethiopia,South Africa,2,1,FIFA World Cup qualification,Addis Ababa,Ethiopia,FALSE
6/16/2013,Guinea,Zimbabwe,2,0,FIFA World Cup qualification,Conakry,Guinea,FALSE
6/16/2013,Lesotho,Ghana,0,2,FIFA World Cup qualification,Maseru,Lesotho,FALSE
6/16/2013,Liberia,Senegal,0,2,FIFA World Cup qualification,Paynesville,Liberia,FALSE
6/16/2013,Mali,Benin,2,2,FIFA World Cup qualification,Bamako,Mali,FALSE
6/16/2013,Mexico,Italy,1,2,Confederations Cup,Rio de Janeiro,Brazil,TRUE
6/16/2013,Mozambique,Egypt,0,1,FIFA World Cup qualification,Maputo,Mozambique,FALSE
6/16/2013,Rwanda,Algeria,0,1,FIFA World Cup qualification,Kigali,Rwanda,FALSE
6/16/2013,Spain,Uruguay,2,1,Confederations Cup,Recife,Brazil,TRUE
6/16/2013,Tanzania,Ivory Coast,2,4,FIFA World Cup qualification,Dar es Salaam,Tanzania,FALSE
6/17/2013,Tahiti,Nigeria,1,6,Confederations Cup,Belo Horizonte,Brazil,TRUE
6/18/2013,Australia,Iraq,1,0,FIFA World Cup qualification,Sydney,Australia,FALSE
6/18/2013,Costa Rica,Panama,2,0,FIFA World Cup qualification,San JosÃ©,Costa Rica,FALSE
6/18/2013,Jordan,Oman,1,0,FIFA World Cup qualification,Amman,Jordan,FALSE
6/18/2013,South Korea,Iran,0,1,FIFA World Cup qualification,Ulsan,South Korea,FALSE
6/18/2013,United States,Honduras,1,0,FIFA World Cup qualification,Sandy,United States,FALSE
6/18/2013,Uzbekistan,Qatar,5,1,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
6/19/2013,Brazil,Mexico,2,0,Confederations Cup,Fortaleza,Brazil,FALSE
6/19/2013,Italy,Japan,4,3,Confederations Cup,Recife,Brazil,TRUE
6/20/2013,Nigeria,Uruguay,1,2,Confederations Cup,Salvador,Brazil,TRUE
6/20/2013,Spain,Tahiti,10,0,Confederations Cup,Rio de Janeiro,Brazil,TRUE
6/22/2013,Brazil,Italy,4,2,Confederations Cup,Salvador,Brazil,FALSE
6/22/2013,Japan,Mexico,1,2,Confederations Cup,Belo Horizonte,Brazil,TRUE
6/22/2013,Monaco,Vatican City,2,0,Friendly,Cap-d'Ail,France,TRUE
6/23/2013,Nigeria,Spain,0,3,Confederations Cup,Fortaleza,Brazil,TRUE
